"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"352" 31 3 2 56 4 10 0 0 18 3 35 3 2 4 1 0 13 0 0 12 19 8 6 0 9 1 2 0 1 1 14 0 0 40 3 79 9 65 20 44 8 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"353" 159 2 4 155 18 37 9 6 30 26 175 7 6 13 2 6 64 6 0 73 80 16 13 4 79 5 5 3 5 4 38 2 0 225 7 147 46 365 47 112 72 2 4 3 0 0 0 3 0 0 0 0 1 2 0 1 0 3 0 0 2 2 5 0 0 2 3 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"354" 36 0 4 25 4 3 1 2 6 1 42 4 3 2 1 3 20 0 0 13 23 9 23 6 19 11 1 1 0 1 13 1 1 78 0 26 6 77 5 21 15 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"355" 20 1 5 15 3 8 3 2 6 2 59 5 4 4 1 2 25 3 0 23 28 11 17 7 34 3 1 2 7 2 5 0 1 91 2 22 12 76 2 26 12 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"356" 35 0 1 35 6 6 0 1 14 9 60 1 5 6 1 2 25 3 0 17 41 1 0 0 36 3 1 3 2 2 7 1 2 99 0 49 13 70 31 21 18 1 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"357" 125 1 12 159 21 42 4 0 48 12 227 17 9 34 2 6 77 39 0 127 86 30 53 10 101 15 6 1 12 4 66 0 8 287 4 228 57 525 27 199 74 0 5 0 0 2 4 0 2 1 3 0 0 1 0 3 0 1 1 0 4 2 4 1 0 2 1 0 2 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"358" 61 0 6 42 4 10 2 3 11 9 92 8 3 9 0 10 36 6 0 52 33 13 37 4 55 12 3 2 3 3 22 1 5 146 1 50 18 168 11 61 17 2 6 0 0 0 4 1 1 1 0 0 0 1 0 0 0 7 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"359" 27 0 2 37 3 5 0 1 19 7 54 4 5 7 0 1 17 2 0 23 31 10 0 0 35 4 4 0 0 2 10 1 0 84 1 58 8 66 25 34 19 1 2 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 1 0 3 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"360" 34 1 8 38 5 14 4 0 13 5 74 0 4 10 0 1 30 1 0 21 43 21 14 4 44 7 2 2 3 9 9 0 1 111 1 32 7 119 18 32 24 0 5 0 0 0 0 0 0 0 5 0 0 1 0 2 0 1 0 0 2 3 5 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"361" 82 1 10 73 18 24 3 1 17 11 115 5 8 12 0 3 42 17 0 58 47 25 35 10 56 25 5 0 7 3 35 1 2 173 0 87 33 277 15 90 21 1 2 0 0 2 0 2 2 0 0 0 0 0 0 4 0 2 3 0 5 0 1 0 0 0 0 0 0 0 0 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"362" 61 2 3 67 11 17 0 3 13 5 86 4 6 13 0 5 28 9 0 46 29 12 28 9 51 19 5 2 4 1 16 1 6 119 0 57 21 170 14 54 29 1 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"363" 123 5 8 103 28 18 5 4 31 14 230 9 10 29 0 2 72 6 0 118 86 11 89 19 100 19 10 6 7 8 67 4 6 292 5 112 31 307 21 138 50 2 7 0 0 3 7 0 0 1 5 0 0 3 1 0 0 5 0 0 3 1 5 0 1 3 0 0 0 0 0 0 1 2 0 0 3 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"364" 49 0 5 27 13 9 1 1 1 5 71 6 1 3 0 9 32 5 0 28 33 32 30 13 55 15 1 4 1 1 15 0 5 141 3 20 10 117 1 29 12 0 5 1 0 1 0 0 0 0 1 0 0 0 0 3 0 4 1 0 7 0 0 0 1 0 0 0 0 0 0 0 1 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"365" 53 1 11 81 12 14 1 0 17 4 126 9 2 13 0 6 54 0 0 44 27 15 29 19 51 35 2 4 4 2 25 0 6 190 0 45 6 155 15 48 22 1 5 2 0 1 20 0 15 0 1 0 0 1 0 1 0 4 0 0 4 1 2 0 6 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"366" 139 7 6 120 14 28 10 2 46 14 229 6 6 28 2 13 87 40 0 129 66 25 67 20 100 9 10 2 12 6 53 5 4 288 6 172 37 452 25 157 69 3 9 0 0 1 2 0 1 0 1 0 0 1 0 2 0 1 0 0 2 0 5 0 0 2 0 0 2 1 0 0 0 1 0 4 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"367" 36 0 2 29 3 5 1 1 8 6 37 1 4 6 0 2 13 0 0 11 28 1 0 0 17 5 1 0 1 3 4 1 0 61 1 24 6 36 12 17 15 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"368" 26 3 3 45 5 9 3 1 14 12 49 1 5 14 0 4 20 1 0 21 26 6 6 1 30 6 1 0 8 2 9 0 2 59 0 36 7 82 22 31 13 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"369" 77 1 6 89 13 18 2 1 23 11 145 5 8 17 1 7 49 1 0 54 61 27 34 14 56 16 4 5 2 3 36 1 2 189 0 134 22 200 26 113 47 2 8 2 0 0 3 0 1 0 1 0 1 1 0 4 0 2 2 0 2 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"370" 91 6 16 118 13 16 2 2 32 8 200 3 13 11 0 7 79 14 0 53 96 15 18 6 85 24 1 3 10 5 35 2 6 263 2 131 25 216 39 106 63 0 8 0 1 0 2 0 2 0 3 0 1 0 0 5 0 5 0 0 3 2 1 1 0 1 2 0 1 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"371" 36 1 0 39 8 11 1 1 14 7 55 2 4 7 2 1 19 0 0 26 29 3 4 0 30 1 3 4 1 0 11 1 4 75 1 44 15 74 16 34 27 1 3 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 5 3 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"372" 47 0 0 23 8 4 1 0 9 7 69 4 4 5 0 3 24 12 0 27 30 7 14 10 29 3 0 0 1 2 12 1 2 86 2 42 7 104 6 36 12 0 4 0 0 1 0 2 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"373" 57 3 2 46 10 10 0 3 20 7 105 7 10 6 0 5 38 0 0 23 57 9 2 2 66 11 1 7 2 6 30 7 5 147 1 42 7 87 16 50 27 2 2 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 2 0 1 2 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"374" 45 1 5 32 5 9 4 3 11 9 73 9 3 6 0 1 33 1 0 35 30 16 18 15 46 13 0 0 4 1 13 0 2 132 4 47 16 129 3 46 11 0 3 0 0 0 0 1 0 0 0 0 0 0 0 1 0 5 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"375" 97 1 9 99 53 33 6 5 26 19 204 6 19 30 0 9 64 7 0 93 87 44 48 31 99 19 1 2 7 1 62 2 8 329 4 139 42 303 30 128 84 0 6 3 1 2 3 1 1 1 1 0 1 1 3 1 0 4 0 0 4 0 0 1 0 3 1 0 4 1 2 0 0 0 0 1 1 0 1 0 0 1 0 3 0 1 0 0 0 0 0 0 0
"376" 19 1 1 14 2 1 0 2 5 6 30 4 0 1 1 0 17 0 0 8 14 3 0 0 17 1 0 0 2 0 2 0 2 43 1 16 2 31 6 12 7 1 1 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"377" 47 2 3 47 6 10 1 3 7 6 73 2 6 9 0 2 29 3 0 32 36 12 6 2 38 5 1 1 2 1 9 0 7 116 4 48 6 126 7 44 21 1 2 0 0 0 3 1 1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"378" 67 1 2 82 6 5 3 1 18 17 120 3 5 12 2 6 40 9 0 49 64 7 27 1 51 3 2 5 4 4 13 2 6 165 1 58 7 105 25 53 36 0 1 1 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 4 3 1 1 0 2 0 0 0 2 1 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"379" 25 1 0 13 6 1 1 3 4 0 38 2 1 6 0 1 17 1 0 20 16 14 14 5 30 12 1 0 0 0 14 1 0 92 0 17 8 49 2 20 5 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"380" 21 1 0 27 9 5 0 0 11 1 67 3 4 4 0 4 35 2 0 28 17 11 18 17 43 6 1 0 0 1 12 1 4 111 0 36 7 93 6 34 15 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"381" 46 1 4 39 2 11 2 1 9 2 57 14 3 11 0 5 31 2 0 30 24 19 15 8 36 12 5 2 3 1 24 2 1 120 0 46 14 101 3 53 12 1 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 4 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"382" 56 4 2 34 10 11 4 4 17 18 111 2 4 8 1 4 37 5 0 29 69 13 13 2 61 8 1 4 0 6 10 1 3 141 1 60 14 137 22 56 21 1 7 2 0 1 2 2 0 1 2 0 0 2 1 0 0 3 0 0 1 6 0 1 1 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"383" 26 0 1 18 5 2 2 0 4 4 37 1 4 4 0 1 10 0 0 12 42 0 1 0 15 4 1 5 2 2 4 1 2 69 0 20 8 37 12 15 20 1 2 0 0 0 2 0 1 1 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"384" 61 1 8 66 18 6 3 4 15 8 134 9 13 17 0 9 42 2 0 67 67 14 41 20 72 16 4 1 6 1 31 0 11 205 2 76 23 176 21 78 35 3 3 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"385" 17 0 2 5 3 4 0 1 1 2 26 1 1 8 1 2 14 5 0 18 8 16 17 5 15 5 0 0 1 0 5 0 0 45 1 12 5 48 0 18 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"386" 107 1 18 112 12 28 2 5 29 24 234 5 11 26 4 14 67 32 0 94 129 37 66 26 127 29 4 1 7 3 21 0 6 317 3 144 31 501 23 154 38 4 3 1 1 2 1 2 1 1 0 0 0 0 0 5 0 6 0 0 2 2 3 0 1 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"387" 44 2 5 16 11 5 3 1 2 3 48 4 4 3 2 2 18 4 1 26 29 22 18 6 43 18 2 0 4 1 12 0 3 104 0 17 7 84 3 19 3 0 5 1 0 0 0 0 0 0 1 0 0 1 0 0 0 5 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"388" 106 0 3 108 14 21 7 9 45 19 178 12 7 17 0 9 71 3 0 81 62 30 13 8 96 1 6 1 12 0 19 2 4 236 6 114 32 205 19 125 52 8 6 0 0 1 0 0 0 0 0 0 2 1 0 1 0 3 0 0 4 4 6 2 0 2 0 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"389" 28 0 1 22 6 8 1 2 4 3 38 0 0 5 0 0 5 1 0 20 22 10 13 1 27 2 2 2 1 1 15 1 2 61 1 46 6 79 7 38 9 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"390" 20 0 3 32 3 12 0 2 6 7 46 0 2 5 2 1 15 3 0 21 21 10 35 13 26 3 2 3 3 3 16 0 5 70 0 38 7 89 9 32 16 0 2 2 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"391" 89 1 7 57 10 15 7 7 21 25 166 4 8 14 1 7 67 18 0 77 86 2 6 0 101 11 1 6 8 7 10 4 4 254 1 96 29 174 33 78 61 2 7 0 0 0 1 1 0 2 2 0 2 2 0 2 1 2 0 0 3 4 0 1 0 2 2 0 2 3 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"392" 37 1 6 32 10 7 1 4 11 7 66 5 6 4 0 1 31 2 0 20 48 7 11 5 27 10 1 4 6 2 8 1 1 111 0 30 12 104 9 30 22 1 0 0 0 1 7 0 2 2 0 0 1 1 0 0 0 1 0 0 2 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"393" 26 1 2 14 6 3 0 2 6 8 51 2 2 1 0 1 20 4 0 13 26 19 26 32 35 3 1 3 3 4 9 1 5 86 2 12 8 66 8 18 5 0 4 2 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"394" 105 1 12 126 27 33 3 3 50 19 213 7 23 34 1 6 83 5 0 96 101 28 70 48 120 17 2 1 8 7 29 0 13 333 5 157 55 363 18 165 82 2 6 0 2 2 3 1 0 1 3 0 1 2 1 4 0 11 0 0 4 1 2 5 0 0 1 0 1 1 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"395" 66 0 5 103 20 21 2 2 31 25 139 15 10 13 5 8 66 0 0 69 69 11 12 8 67 6 5 1 7 4 41 2 3 207 4 163 43 202 34 122 45 1 5 0 0 3 0 1 0 0 0 0 0 1 0 2 0 5 0 0 4 2 1 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"396" 17 1 0 16 7 3 0 0 0 5 34 1 3 3 0 2 14 0 0 11 22 18 16 7 16 9 2 1 2 0 4 0 0 63 1 12 4 59 5 17 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"397" 97 0 5 74 7 16 3 5 33 20 164 4 10 11 0 6 65 5 0 56 67 25 13 3 52 4 4 4 6 8 33 1 4 202 0 126 19 146 31 92 41 3 5 0 0 2 0 1 1 0 1 0 0 3 1 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"398" 139 7 15 95 40 13 6 5 25 10 204 19 17 28 0 10 79 6 0 104 73 58 106 47 119 22 6 1 18 9 36 0 13 333 2 97 31 303 27 118 44 1 12 2 0 4 5 3 0 4 2 0 1 6 0 3 0 2 0 0 3 0 2 1 0 1 1 0 0 1 0 0 0 3 0 5 1 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0
"399" 77 3 8 99 13 19 1 0 30 12 134 9 9 14 1 1 54 1 0 61 48 28 27 13 88 8 6 3 6 4 67 7 7 177 1 213 40 246 35 158 23 5 6 2 1 1 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 1 1 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"400" 21 0 3 19 4 6 1 1 5 2 23 0 3 4 0 1 10 0 0 8 10 12 12 8 13 5 1 0 4 4 5 0 2 39 0 13 2 52 2 14 7 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"401" 84 2 1 62 8 16 6 2 15 14 106 8 3 8 0 2 38 0 0 34 50 12 8 3 70 1 3 2 3 3 5 0 1 155 1 51 18 101 17 51 39 1 3 1 0 1 0 2 0 0 0 0 0 2 1 0 0 1 0 0 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"402" 82 1 6 62 10 15 8 4 20 16 164 6 2 19 4 6 73 4 0 67 64 30 22 19 96 17 3 1 9 0 22 0 9 227 4 60 32 182 9 68 35 5 16 2 1 1 0 0 0 0 2 0 1 0 0 0 0 6 0 0 2 2 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"403" 32 0 0 25 3 1 1 4 11 3 47 9 3 5 0 3 33 1 0 21 15 4 8 8 29 5 4 0 1 0 7 2 0 76 5 27 6 65 3 32 15 0 3 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"404" 88 1 11 134 23 15 4 3 34 11 178 8 6 17 1 5 57 1 0 82 54 27 9 4 93 13 4 1 7 4 35 5 1 218 3 165 40 220 33 145 31 3 5 0 0 2 4 2 2 0 1 0 0 3 0 2 0 9 0 0 8 0 1 0 0 0 1 0 3 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"405" 65 5 1 57 11 8 1 4 25 15 106 3 8 11 2 1 55 2 0 22 71 4 1 0 64 10 2 6 0 5 8 4 7 169 3 78 12 103 37 54 35 2 1 0 0 2 7 3 0 2 0 0 0 2 0 0 0 0 0 0 3 2 1 1 0 1 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"406" 32 0 2 24 7 9 1 4 3 9 60 2 7 9 0 4 24 0 0 34 36 33 26 22 58 19 2 1 2 0 12 1 1 162 0 35 9 144 4 37 17 1 4 2 0 1 0 0 0 5 0 0 1 0 0 3 0 6 2 0 4 0 3 0 3 1 1 0 1 0 2 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"407" 29 0 3 24 3 0 0 0 6 2 43 3 2 7 0 0 9 2 0 31 17 10 24 23 23 12 2 0 3 3 14 1 0 66 1 37 6 106 4 45 8 0 3 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"408" 113 2 12 82 18 21 9 9 15 10 214 12 15 16 0 7 72 14 0 87 119 44 50 11 147 21 2 1 12 11 22 0 5 314 10 117 39 370 33 126 29 5 17 3 3 4 3 1 2 0 8 0 1 3 0 8 0 5 0 0 2 2 1 0 1 0 0 0 3 0 0 1 1 0 0 1 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0
"409" 77 2 3 51 14 17 4 5 19 10 116 6 16 18 5 9 36 1 0 68 66 21 108 16 70 13 0 3 5 5 29 1 2 222 4 71 17 210 7 89 28 2 7 4 0 2 2 0 1 0 2 0 1 1 0 2 0 4 0 0 2 0 2 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"410" 38 0 4 23 1 3 2 0 8 7 43 4 3 2 5 3 21 0 0 22 20 5 21 20 29 10 0 0 1 2 13 1 0 96 0 18 3 51 2 18 10 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"411" 51 0 4 18 6 2 4 3 2 2 69 6 2 5 0 1 25 0 0 20 32 26 9 8 48 11 1 0 4 1 5 0 5 97 2 18 12 86 5 26 10 1 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"412" 31 3 1 16 9 3 3 2 3 1 42 1 0 2 0 1 10 0 0 13 15 13 14 3 46 12 0 0 0 1 7 0 2 68 1 19 7 76 1 20 3 0 4 1 0 0 1 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"413" 103 3 2 90 15 19 1 4 40 21 181 9 4 10 1 12 85 1 0 67 56 19 27 11 55 20 3 2 11 6 43 4 5 214 1 121 10 168 17 116 49 2 3 1 0 0 0 2 0 0 0 0 0 3 0 1 0 7 0 0 9 1 0 1 0 5 1 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"414" 8 1 0 13 10 2 0 1 3 2 32 1 1 3 0 1 10 1 0 12 8 6 8 5 21 1 1 0 6 0 6 1 1 44 0 13 4 43 0 21 4 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"415" 38 3 3 10 14 6 1 0 2 1 45 2 3 8 0 1 18 2 0 30 21 8 18 9 30 4 1 0 1 1 14 0 2 87 0 25 9 79 3 24 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 6 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"416" 109 0 3 90 11 22 3 0 35 17 194 8 9 5 2 4 65 37 0 71 88 18 21 5 63 15 2 4 8 13 35 2 9 207 0 120 39 184 54 97 48 1 5 0 2 0 0 1 0 1 0 0 0 1 0 3 0 0 1 0 6 2 3 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"417" 16 0 1 6 5 4 1 0 3 1 35 0 2 2 0 0 12 10 0 15 14 7 10 4 22 6 1 0 2 0 8 1 2 59 2 14 4 46 3 17 2 2 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"418" 30 2 2 39 7 10 0 1 17 4 63 4 3 10 0 0 19 0 0 21 41 8 3 2 24 1 2 2 1 3 19 1 0 63 0 47 5 86 26 34 24 1 0 0 0 0 2 1 0 2 0 0 0 1 0 0 0 0 0 0 3 1 0 0 0 2 3 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"419" 39 2 5 29 11 11 3 2 4 6 78 5 1 13 0 5 21 1 0 38 37 25 29 10 45 14 3 1 2 1 17 0 1 114 1 29 20 141 4 43 6 0 4 2 0 3 1 0 0 0 2 0 0 0 0 0 0 2 0 0 4 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"420" 18 0 0 14 3 4 0 0 7 1 41 2 0 1 0 1 14 0 0 12 18 6 15 7 17 7 2 0 3 0 8 2 4 54 1 9 7 46 1 19 7 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
